cat,tp,sl,dias,n,wr,e,ea_lin,ea_comp,usd,freq
Cuchillos Cayendo,0.08,0.05,15,109,33.9,-0.78,-344.4,-96.9,-430.5,442.0
Cuchillos Cayendo,0.08,0.06,15,103,36.9,-1.03,-430.3,-98.7,-537.8,418.0
Cuchillos Cayendo,0.08,0.08,15,92,42.4,-1.35,-502.5,-99.4,-628.1,373.0
Cuchillos Cayendo,0.08,0.1,15,80,51.2,-0.84,-272.9,-93.5,-341.1,324.0
Cuchillos Cayendo,0.1,0.03,15,129,22.5,-0.27,-141.2,-75.7,-176.5,523.0
Cuchillos Cayendo,0.1,0.04,15,114,28.1,-0.26,-122.0,-70.5,-152.5,462.0
Cuchillos Cayendo,0.1,0.05,15,105,32.4,-0.33,-140.8,-75.6,-176.1,426.0
Cuchillos Cayendo,0.1,0.06,15,98,34.7,-0.64,-254.9,-92.2,-318.6,397.0
Cuchillos Cayendo,0.1,0.08,15,84,39.3,-1.05,-357.4,-97.2,-446.8,341.0
Cuchillos Cayendo,0.1,0.1,15,72,47.2,-0.6,-176.3,-82.9,-220.4,292.0
Cuchillos Cayendo,0.12,0.03,15,126,19.8,-0.22,-110.2,-66.8,-137.8,511.0
Cuchillos Cayendo,0.12,0.04,15,108,24.1,-0.34,-149.3,-77.6,-186.7,438.0
Cuchillos Cayendo,0.12,0.05,15,99,27.3,-0.55,-221.9,-89.2,-277.4,402.0
Cuchillos Cayendo,0.12,0.06,15,92,29.3,-0.91,-340.0,-96.7,-425.0,373.0
Cuchillos Cayendo,0.12,0.08,15,80,35.0,-1.12,-362.3,-97.4,-452.8,324.0
Cuchillos Cayendo,0.12,0.1,15,67,43.3,-0.52,-140.0,-75.4,-175.0,272.0
Cuchillos Cayendo,0.15,0.03,15,122,17.2,-0.09,-46.9,-37.5,-58.7,495.0
Cuchillos Cayendo,0.15,0.04,15,105,21.9,-0.03,-13.2,-12.4,-16.6,426.0
Cuchillos Cayendo,0.15,0.05,15,97,24.7,-0.24,-95.1,-61.4,-118.9,393.0
Cuchillos Cayendo,0.15,0.06,15,90,26.7,-0.6,-217.3,-88.7,-271.6,365.0
Cuchillos Cayendo,0.15,0.08,15,77,32.5,-0.65,-201.8,-86.8,-252.3,312.0
Cuchillos Cayendo,0.15,0.1,15,64,40.6,0.13,32.6,38.5,40.7,260.0
Cuchillos Cayendo,0.2,0.03,15,114,11.4,-0.57,-263.2,-92.9,-329.0,462.0
Cuchillos Cayendo,0.2,0.04,15,98,14.3,-0.76,-303.7,-95.3,-379.7,397.0
Cuchillos Cayendo,0.2,0.05,15,90,16.7,-1.02,-373.1,-97.6,-466.4,365.0
Cuchillos Cayendo,0.2,0.06,15,84,19.0,-1.24,-423.7,-98.6,-529.6,341.0
Cuchillos Cayendo,0.2,0.08,15,71,22.5,-1.74,-500.2,-99.4,-625.3,288.0
Cuchillos Cayendo,0.2,0.1,15,58,29.3,-1.07,-251.9,-92.1,-314.9,235.0
Cuchillos Cayendo,0.05,0.03,21,170,25.3,-1.17,-805.8,-100.0,-1007.2,689.0
Cuchillos Cayendo,0.05,0.04,21,150,30.0,-1.5,-910.5,-100.0,-1138.1,608.0
Cuchillos Cayendo,0.05,0.05,21,144,34.0,-1.79,-1047.9,-100.0,-1309.9,584.0
Cuchillos Cayendo,0.05,0.06,21,135,40.0,-1.8,-983.7,-100.0,-1229.7,548.0
Cuchillos Cayendo,0.05,0.08,21,115,47.8,-1.98,-922.7,-100.0,-1153.4,466.0
Cuchillos Cayendo,0.05,0.1,21,101,59.4,-1.28,-523.3,-99.5,-654.1,410.0
Cuchillos Cayendo,0.08,0.03,21,160,20.0,-0.99,-640.5,-99.8,-800.6,649.0
Cuchillos Cayendo,0.08,0.04,21,138,23.9,-1.32,-738.9,-99.9,-923.6,560.0
Cuchillos Cayendo,0.08,0.05,21,131,29.0,-1.42,-754.4,-99.9,-943.0,531.0
Cuchillos Cayendo,0.08,0.06,21,121,33.9,-1.45,-710.2,-99.9,-887.8,491.0
Cuchillos Cayendo,0.08,0.08,21,98,41.8,-1.49,-593.7,-99.7,-742.1,397.0
Cuchillos Cayendo,0.08,0.1,21,85,51.8,-0.86,-296.6,-94.9,-370.7,345.0
Cuchillos Cayendo,0.1,0.03,21,155,18.7,-0.76,-475.4,-99.2,-594.2,629.0
Cuchillos Cayendo,0.1,0.04,21,133,22.6,-1.03,-557.6,-99.6,-697.0,539.0
Cuchillos Cayendo,0.1,0.05,21,127,26.8,-1.18,-606.4,-99.8,-758.0,515.0
Cuchillos Cayendo,0.1,0.06,21,112,28.6,-1.62,-736.1,-99.9,-920.2,454.0
Cuchillos Cayendo,0.1,0.08,21,90,35.6,-1.79,-653.3,-99.9,-816.6,365.0
Cuchillos Cayendo,0.1,0.1,21,76,44.7,-1.23,-379.7,-97.8,-474.7,308.0
Cuchillos Cayendo,0.12,0.03,21,153,17.6,-0.54,-335.1,-96.5,-418.8,620.0
Cuchillos Cayendo,0.12,0.04,21,128,21.1,-0.81,-421.7,-98.6,-527.2,519.0
Cuchillos Cayendo,0.12,0.05,21,122,23.8,-1.15,-569.9,-99.7,-712.4,495.0
Cuchillos Cayendo,0.12,0.06,21,107,25.2,-1.65,-715.9,-99.9,-894.8,434.0
Cuchillos Cayendo,0.12,0.08,21,87,32.2,-1.76,-619.2,-99.8,-774.0,353.0
Cuchillos Cayendo,0.12,0.1,21,73,41.1,-1.14,-337.6,-96.6,-422.0,296.0
Cuchillos Cayendo,0.15,0.03,21,147,15.0,-0.5,-295.1,-94.8,-368.9,596.0
Cuchillos Cayendo,0.15,0.04,21,122,18.0,-0.77,-378.5,-97.8,-473.2,495.0
Cuchillos Cayendo,0.15,0.05,21,117,20.5,-1.09,-519.1,-99.5,-648.9,474.0
Cuchillos Cayendo,0.15,0.06,21,103,22.3,-1.51,-629.0,-99.8,-786.2,418.0
Cuchillos Cayendo,0.15,0.08,21,83,28.9,-1.54,-519.5,-99.5,-649.4,337.0
Cuchillos Cayendo,0.15,0.1,21,70,38.6,-0.54,-153.9,-78.6,-192.4,284.0
Cuchillos Cayendo,0.2,0.03,21,140,10.0,-0.89,-503.9,-99.4,-629.9,568.0
Cuchillos Cayendo,0.2,0.04,21,117,12.0,-1.32,-625.4,-99.8,-781.8,474.0
Cuchillos Cayendo,0.2,0.05,21,110,13.6,-1.78,-796.1,-100.0,-995.2,446.0
Cuchillos Cayendo,0.2,0.06,21,97,15.5,-2.17,-855.4,-100.0,-1069.2,393.0
Cuchillos Cayendo,0.2,0.08,21,76,21.1,-2.3,-709.2,-99.9,-886.6,308.0
Cuchillos Cayendo,0.2,0.1,21,60,28.3,-1.69,-410.8,-98.4,-513.6,243.0
Cuchillos Cayendo,0.05,0.03,30,189,28.0,-0.95,-728.2,-99.9,-910.2,766.0
Cuchillos Cayendo,0.05,0.04,30,166,33.7,-1.16,-781.4,-100.0,-976.7,673.0
Cuchillos Cayendo,0.05,0.05,30,159,37.1,-1.49,-960.0,-100.0,-1200.0,645.0
Cuchillos Cayendo,0.05,0.06,30,149,43.0,-1.48,-891.3,-100.0,-1114.1,604.0
Cuchillos Cayendo,0.05,0.08,30,133,51.9,-1.46,-787.0,-100.0,-983.7,539.0
Cuchillos Cayendo,0.05,0.1,30,117,60.7,-1.1,-520.4,-99.5,-650.6,474.0
Cuchillos Cayendo,0.08,0.03,30,170,20.0,-0.99,-679.8,-99.9,-849.8,689.0
Cuchillos Cayendo,0.08,0.04,30,147,24.5,-1.25,-745.5,-99.9,-931.9,596.0
Cuchillos Cayendo,0.08,0.05,30,140,29.3,-1.39,-787.5,-100.0,-984.4,568.0
Cuchillos Cayendo,0.08,0.06,30,131,34.4,-1.39,-736.3,-99.9,-920.4,531.0
Cuchillos Cayendo,0.08,0.08,30,112,41.1,-1.63,-739.9,-99.9,-924.9,454.0
Cuchillos Cayendo,0.08,0.1,30,94,50.0,-1.2,-455.7,-99.0,-569.6,381.0
Cuchillos Cayendo,0.1,0.03,30,167,19.2,-0.7,-472.1,-99.1,-590.2,677.0
Cuchillos Cayendo,0.1,0.04,30,143,23.8,-0.86,-500.1,-99.3,-625.1,580.0
Cuchillos Cayendo,0.1,0.05,30,136,27.9,-1.0,-552.2,-99.6,-690.3,552.0
Cuchillos Cayendo,0.1,0.06,30,123,31.7,-1.12,-558.5,-99.6,-698.2,499.0
Cuchillos Cayendo,0.1,0.08,30,102,37.3,-1.49,-617.3,-99.8,-771.6,414.0
Cuchillos Cayendo,0.1,0.1,30,87,44.8,-1.23,-433.4,-98.7,-541.7,353.0
Cuchillos Cayendo,0.12,0.03,30,161,16.8,-0.67,-439.0,-98.8,-548.7,653.0
Cuchillos Cayendo,0.12,0.04,30,135,20.7,-0.87,-477.3,-99.2,-596.6,548.0
Cuchillos Cayendo,0.12,0.05,30,130,24.6,-1.01,-532.2,-99.5,-665.3,527.0
Cuchillos Cayendo,0.12,0.06,30,116,27.6,-1.23,-578.3,-99.7,-722.9,470.0
Cuchillos Cayendo,0.12,0.08,30,96,33.3,-1.53,-596.7,-99.8,-745.9,389.0
Cuchillos Cayendo,0.12,0.1,30,81,40.7,-1.23,-404.6,-98.3,-505.8,328.0
Cuchillos Cayendo,0.15,0.03,30,155,13.5,-0.75,-473.0,-99.1,-591.2,629.0
Cuchillos Cayendo,0.15,0.04,30,129,16.3,-1.1,-575.5,-99.7,-719.4,523.0
Cuchillos Cayendo,0.15,0.05,30,123,19.5,-1.29,-645.5,-99.8,-806.8,499.0
Cuchillos Cayendo,0.15,0.06,30,109,22.0,-1.57,-695.6,-99.9,-869.5,442.0
Cuchillos Cayendo,0.15,0.08,30,89,27.0,-2.0,-722.1,-99.9,-902.7,361.0
Cuchillos Cayendo,0.15,0.1,30,74,33.8,-1.75,-526.7,-99.5,-658.3,300.0
Cuchillos Cayendo,0.2,0.03,30,148,10.1,-0.86,-515.7,-99.4,-644.7,600.0
Cuchillos Cayendo,0.2,0.04,30,125,12.8,-1.12,-568.4,-99.7,-710.5,507.0
Cuchillos Cayendo,0.2,0.05,30,118,15.3,-1.38,-661.4,-99.9,-826.8,479.0
Cuchillos Cayendo,0.2,0.06,30,105,18.1,-1.49,-635.7,-99.8,-794.6,426.0
Cuchillos Cayendo,0.2,0.08,30,85,21.2,-2.27,-783.9,-100.0,-979.9,345.0
Cuchillos Cayendo,0.2,0.1,30,66,24.2,-2.93,-784.2,-100.0,-980.3,268.0
Cuchillos Cayendo,0.05,0.03,45,201,29.4,-0.84,-688.7,-99.9,-860.9,815.0
Cuchillos Cayendo,0.05,0.04,45,179,34.1,-1.13,-819.0,-100.0,-1023.8,726.0
Cuchillos Cayendo,0.05,0.05,45,168,38.1,-1.39,-944.8,-100.0,-1181.0,681.0
Cuchillos Cayendo,0.05,0.06,45,157,45.9,-1.15,-734.0,-99.9,-917.5,637.0
Cuchillos Cayendo,0.05,0.08,45,134,52.2,-1.41,-764.9,-100.0,-956.1,543.0
Cuchillos Cayendo,0.05,0.1,45,122,60.7,-1.1,-543.0,-99.6,-678.8,495.0
Cuchillos Cayendo,0.08,0.03,45,185,22.7,-0.69,-517.4,-99.4,-646.7,750.0
Cuchillos Cayendo,0.08,0.04,45,164,26.8,-0.97,-644.8,-99.8,-806.0,665.0
Cuchillos Cayendo,0.08,0.05,45,153,32.0,-1.03,-638.6,-99.8,-798.2,620.0
Cuchillos Cayendo,0.08,0.06,45,142,39.4,-0.67,-386.9,-97.9,-483.6,576.0
Cuchillos Cayendo,0.08,0.08,45,118,45.8,-0.87,-416.5,-98.5,-520.6,479.0
Cuchillos Cayendo,0.08,0.1,45,104,52.9,-0.67,-282.2,-94.1,-352.7,422.0
Cuchillos Cayendo,0.1,0.03,45,180,21.1,-0.44,-323.5,-96.1,-404.3,730.0
Cuchillos Cayendo,0.1,0.04,45,158,25.3,-0.64,-412.8,-98.4,-516.0,641.0
Cuchillos Cayendo,0.1,0.05,45,147,29.9,-0.7,-418.5,-98.5,-523.1,596.0
Cuchillos Cayendo,0.1,0.06,45,132,37.1,-0.25,-135.4,-74.2,-169.2,535.0
Cuchillos Cayendo,0.1,0.08,45,105,40.0,-0.99,-421.0,-98.5,-526.2,426.0
Cuchillos Cayendo,0.1,0.1,45,92,46.7,-0.84,-311.9,-95.6,-389.9,373.0
Cuchillos Cayendo,0.12,0.03,45,173,17.9,-0.5,-347.8,-96.9,-434.8,702.0
Cuchillos Cayendo,0.12,0.04,45,149,21.5,-0.75,-452.6,-98.9,-565.8,604.0
Cuchillos Cayendo,0.12,0.05,45,137,24.8,-0.97,-540.2,-99.6,-675.2,556.0
Cuchillos Cayendo,0.12,0.06,45,124,30.6,-0.68,-340.3,-96.7,-425.4,503.0
Cuchillos Cayendo,0.12,0.08,45,98,35.7,-1.05,-416.2,-98.5,-520.2,397.0
Cuchillos Cayendo,0.12,0.1,45,85,43.5,-0.61,-209.7,-87.8,-262.2,345.0
Cuchillos Cayendo,0.15,0.03,45,166,15.1,-0.48,-320.2,-96.0,-400.2,673.0
Cuchillos Cayendo,0.15,0.04,45,141,17.7,-0.82,-469.2,-99.1,-586.6,572.0
Cuchillos Cayendo,0.15,0.05,45,129,20.2,-1.16,-608.8,-99.8,-761.0,523.0
Cuchillos Cayendo,0.15,0.06,45,116,25.9,-0.77,-360.3,-97.3,-450.4,470.0
Cuchillos Cayendo,0.15,0.08,45,92,31.5,-0.94,-352.6,-97.1,-440.7,373.0
Cuchillos Cayendo,0.15,0.1,45,78,38.5,-0.58,-182.1,-83.9,-227.6,316.0
Cuchillos Cayendo,0.2,0.03,45,159,10.1,-0.87,-562.0,-99.6,-702.5,645.0
Cuchillos Cayendo,0.2,0.04,45,136,12.5,-1.19,-655.9,-99.9,-819.8,552.0
Cuchillos Cayendo,0.2,0.05,45,123,14.6,-1.54,-766.0,-100.0,-957.4,499.0
Cuchillos Cayendo,0.2,0.06,45,111,18.9,-1.28,-575.1,-99.7,-718.8,450.0
Cuchillos Cayendo,0.2,0.08,45,87,23.0,-1.76,-620.1,-99.8,-775.1,353.0
Cuchillos Cayendo,0.2,0.1,45,68,27.9,-1.81,-499.1,-99.4,-623.8,276.0
